"Id","SalePrice"
1461,12.247694320221
1462,12.109010932687
1463,12.3171666930358
1464,11.8493977015914
1465,12.4292161968444
1466,11.870599909242
1467,12.6346030265693
1468,12.2060726455302
1469,11.7745202026587
1470,11.6784399034478
1471,11.7714361601217
1472,12.7512996960135
1473,11.8775685785581
1474,12.5407575715773
1475,11.9640010843304
1476,11.7905572015685
1477,11.9117015849276
1478,11.4075649493124
1479,11.9766594812024
1480,11.8422292121128
1481,12.6925031124614
1482,11.8451027773086
1483,12.3458345879053
1484,11.7745202026587
1485,11.9447078813958
1486,12.4541039123522
1487,11.8115474774603
1488,12.6313403809345
1489,12.2428866186529
1490,11.1345890242503
1491,10.5966347330961
1492,11.9140478236443
1493,12.1001564199386
1494,12.0167264737993
1495,12.5335762121686
1496,12.6410965558799
1497,11.8844890214027
1498,11.9381932003746
1499,11.5991031612113
1500,11.3144745262464
1501,11.982929094216
1502,12.0435537160324
1503,11.8775685785581
1504,11.7772109596156
1505,11.8565151693603
1506,12.6757637259376
1507,12.3870850123755
1508,12.4280154762679
1509,11.6351430976945
1510,11.7519423654407
1511,12.083905011556
1512,11.6483301019764
1513,11.6082356447746
1514,12.8609986132699
1515,11.7752897294377
1516,12.1034860567551
1517,12.0581525154536
1518,12.1884177102915
1519,12.9917534274931
1520,11.7352686961137
1521,11.9703503120091
1522,11.5228757958234
1523,12.2184951655287
1524,11.8493977015914
1525,12.2991075114974
1526,12.6666570528594
1527,12.1007121298723
1528,12.3282902782544
1529,11.289781913656
1530,12.3238556811866
1531,12.4049235042753
1532,11.7714361601217
1533,12.1281111040605
1534,11.8837991283088
1535,11.5843154610569
1536,11.418614785499
1537,11.8185702377962
1538,11.7519423654407
1539,11.8240798936072
1540,11.6082356447746
1541,12.173032791452
1542,11.9414558460094
1543,12.4090134895269
1544,11.7479975871497
1545,12.0346910287746
1546,12.4684369099977
1547,12.0668105781967
1548,12.0106658491876
1549,11.3504065354725
1550,11.7248058240057
1551,11.6073261403917
1552,11.4988265405907
1553,12.0045682693194
1554,11.8048485316793
1555,12.2295450017153
1556,12.1281111040605
1557,12.273731294004
1558,11.4589971229447
1559,11.3265958867787
1560,11.7671800113095
1561,12.2307652581205
1562,12.0895388292742
1563,11.6865762053166
1564,12.2005574648421
1565,12.0406082058026
1566,12.4292161968444
1567,11.5129254649702
1568,11.6526874073454
1569,11.6526874073454
1570,12.1547793511426
1571,11.8270060112765
1572,12.1007121298723
1573,12.8583197035179
1574,12.2876526325226
1575,12.4665119815881
1576,12.0782392740203
1577,11.8422292121128
1578,11.9511803959014
1579,12.6760762747759
1580,12.0075607293375
1581,12.1007121298723
1582,11.5129254649702
1583,11.8204101647182
1584,11.944058319827
